CompanyName,Address,Location,PostalCode,Website,Facebook,Instagram,PhoneNo,Email
MADURA'S RESTAURANT PTE LTD,115 Syed Alwi Road ,,207683,http://www.madurasfood.com/,https://www.facebook.com/MadurasRestaurant,,62941268,madurarest@yahoo.com.sg
Magic Wok Restaurant Pte Ltd,301 UPPER THOMSON ROAD 01-112,THOMSON PLAZA,574408,,,,6452 7627,
Magic Wok Restaurant Pte Ltd,1 PASIR RIS CLOSE 03-101,PASIR RIS NTUC RESORT,519599,,,,,
Mahan Food (S4) @ Food Clique,132 JURONG EAST STREET 13 01-273,,600132,,,,,
Mahan Nasi Lemak,325 CLEMENTI AVENUE 5 01-155,,120325,,,,,
Mahan Nasi Lemak,18 BOON LAY WAY 01-98,TRADEHUB 21,609966,,,,,
Mahan Nasi Padang (S4) @ Clementi 450 Food House,450 CLEMENTI AVENUE 3 01-305,,120450,,,,,
Makaan Mumbai,84 TELOK AYER STREET 01-01,,739087,,,,65364565,
Makan By the Bay Malay Seafood (S9) @ Satay By the Bay, 18 Marina Gardens Drive 01-19,Satay By The Bay,467360,https://www.facebook.com/Halalseafood/,,,9658 1525,
Makan City,8 Bulim Avenue 02-04,Supply Chain City,648166,,,,,
MAKAN MAKAN NASI AYAM HAINAN CHICKEN RICE (S3) @ CHANG CHENG MEE WAH,324 BUKIT BATOK STREET 33 01-31,,650324,,,,6659 3601,
MAKAN SETIA,44 CHANGI ROAD ,,419703,,,,,
MAKCIK CAN COOK,920 TIONG BAHRU ROAD 01-05,REDHILL MRT STATION,158792,,,,9019 9498,
MAKE A WICH, 11 TANJONG KATONG ROAD 02-38/K5,ONE KM,437157,,https://www.facebook.com/makeawichonekmmall/,https://instagram.com/make_a_wich_sg,6384 0084,makeawichsg@gmail.com
Maki-San,8 GRANGE ROAD 01-04,CATHAY CINELEISURE  ORCHARD,239695,https://order.rollwithmakisan.com/,https://www.facebook.com/rollwithmakisan/,,82184204,moshimoshi@makisan.com
Maki-San,10 ANSON ROAD 01-14,INTERNATIONAL PLAZA,238873,https://order.rollwithmakisan.com/,https://www.facebook.com/rollwithmakisan/,,,moshimoshi@makisan.com
Maki-San,676 Woodlands Drive 71 01-14,,730676,https://order.rollwithmakisan.com/,https://www.facebook.com/rollwithmakisan/,,,moshimoshi@makisan.com
Maki-San,1 Northpoint Drive 01-172,NORTHPOINT CITY,768019,https://order.rollwithmakisan.com/,https://www.facebook.com/rollwithmakisan/,,,moshimoshi@makisan.com
Maki-San,704 ANG MO KIO AVENUE 8 01-2549,,560704,https://order.rollwithmakisan.com/,https://www.facebook.com/rollwithmakisan/,,,moshimoshi@makisan.com
Maki-San,1 PASIR RIS CENTRAL STREET 3 01-31,,518457,https://order.rollwithmakisan.com/,https://www.facebook.com/rollwithmakisan/,,,moshimoshi@makisan.com
Maki-San,1 SENGKANG SQUARE 01-45,COMPASS ONE,545078,https://order.rollwithmakisan.com/,https://www.facebook.com/rollwithmakisan/,,98358804,moshimoshi@makisan.com
Maki-San,9 BISHAN PLACE 02-27A,JUNCTION 8 SHOPPING CENTRE,579837,https://order.rollwithmakisan.com/,https://www.facebook.com/rollwithmakisan/,,,moshimoshi@makisan.com
Maki-San,63 JURONG WEST CENTRAL 3 03-54/55,"CENTRIS, THE",648331,https://order.rollwithmakisan.com/,https://www.facebook.com/rollwithmakisan/,,,moshimoshi@makisan.com
Maki-San,3155 Commonwealth Avenue West 04-33,The Clementi Mall,129588,https://order.rollwithmakisan.com/,https://www.facebook.com/rollwithmakisan/,,96216056,moshimoshi@makisan.com
Maki-San,50 JURONG GATEWAY ROAD B1-06,JEM,608549,https://order.rollwithmakisan.com/,https://www.facebook.com/rollwithmakisan/,,,moshimoshi@makisan.com
Maki-San,10 EUNOS ROAD 8 B1-166,SINGAPORE POST CENTRE,408600,https://order.rollwithmakisan.com/,https://www.facebook.com/rollwithmakisan/,,,moshimoshi@makisan.com
Maki-San,2 HANDY ROAD B1-17/18,"CATHAY, THE",229233,https://order.rollwithmakisan.com/,https://www.facebook.com/rollwithmakisan/,,67378772,moshimoshi@makisan.com
Maki-San,112 EAST COAST ROAD B1-19,KATONG MALL,428802,https://order.rollwithmakisan.com/,https://www.facebook.com/rollwithmakisan/,,97125119,moshimoshi@makisan.com
Maki-San,17 Petir Road B1-23,Hillion Mall,678278,https://order.rollwithmakisan.com/,https://www.facebook.com/rollwithmakisan/,,,moshimoshi@makisan.com
Maki-San,311 New Upper Changi Road B1-39,Bedok Mall,467360,https://order.rollwithmakisan.com/,https://www.facebook.com/rollwithmakisan/,,,moshimoshi@makisan.com
Mala Hot Pot (R1) @ Kopitiam Hillion Mall,17 Petir Road 02-15/20,Hillion Mall,678278,,,,,
Mala Hot Pot (S12) @ Kopitiam CCP,5 Changi Business Park Central 1 02-01/02,Changi City Point,486038,,,,,
Mala Hot Pot (S7) @ Cantine Paya Lebar Square,60 Paya Lebar Road B1-51,Paya Lebar Square,409051,,,,,
MALAY & WESTERN FOOD STALL @ SCDF HQ,91 UBI AVENUE 4 02-00,HQ SINGAPORE CIVIL DEFENCE FORCE,408827,,,,,
Malay & Western Sections @ Straits Kitchen,10 Scotts Road ,Grand Hyatt Singapore,228211,,,,6738 1234,
Malay Cuisine (B2) @ Takashimaya (Mngd by The Wok People),391 ORCHARD ROAD B2,NGEE ANN CITY,238872,,,,6778 2810,
MALAY CUISINE (S2) @ BRANI TERMINAL CANTEEN,200 BRANI TERMINAL AVENUE ,BRANI TERMINAL BUILDING CANTEEN,520513,,,,,
Malay Cuisine (S6) @ Food Canopy Botanic Garden,1J CLUNY ROAD 01-01,BOTANIC GARDEN,259607,,,,,
MALAY CUISINE @ COLLEGE OF ALICE & PETER TAN (MNGD BY COMPASS GROUP),4 College Avenue East 01-01,College Of Alice and Peter Tan,138613,,,,,
MALAY CUISINE @ COLLEGE OF CINNAMON / TEMBUSU (MNGD BY COMPASS GROUP),24 College Avenue East 01-01,College of Cinnamon/Tembusu,138596,,,,,
Malay Cuisine @ Schlumberger (Mngd By The Wok People),7 BENOI CRESCENT ,,629971,,,,,
Malay Cuisine & Indian Cuisine @ Ridge View Residential College (Mngd by Compass Group),25 LOWER KENT RIDGE ROAD 03,Ridge View Dining Hall,119081,,,,,
MALAY DELIGHT (S3) @ PCC CANTEEN,80 TUAS SOUTH BOULEVARD 02,ANCILLARY OFFICE BLOCK,637051,,,,,
Malay Delight / Western Delight @ Exxon Mobil Asia Pacific (Mngd by Compass Group),1 AYER CHAWAN PLACE ,EXXON MOBIL ASIA PACIFIC PE. LTD,627871,,,,,
Malay Delights / Nasi Padang @ 168 Infineon (Mngd by Food Fest F&B Pte Ltd),168 KALLANG WAY 07-00,,349253,,,,,
MALAY FOOD / NASI PADANG (S3) @ NOM'S BISTRO SEMBAWANG MRT,11 CANBERRA ROAD 01-01,SEMBAWANG MRT STATION,759775,,,,,
Malay Seafood (R1) @ Cantine Paya Lebar Square,60 Paya Lebar Road B1-51,Paya Lebar Square,409051,,,,,
Malay Stall @ UTC Bedok Staff Cafeteria (Mngd by Occasions Catering Pte Ltd),18 BEDOK SOUTH ROAD ,UTC Bedok Staff Cafeteria,469276,,,,,
Malay Stall @ Woodlands Checkpoint Staff Cafeteria ( Mngd by Jasmine Catering Svcs Pte Ltd),21 WOODLANDS CROSSING 07-20-21,,738203,,,,,
Malay/Indian Delights @ Rolls Royce (Mngd by ISS Catering Services Pte Ltd), 6 Seletar Aerospace Rise ,,797575,,,,,
MAMA KUNNING,10 JURONG EAST STREET 12 01-06,JURONG EAST MRT STATION,609690,,,,8575 3358,
Mamanda Pte Ltd,73 SULTAN GATE ,,198497,https://www.mamanda.com.sg/,,,#ERROR!,enquiry@mamanda.com.sg
MARI MAKAN SEAFOOD (S8) @ KIM SAN LENG,138 TAMPINES STREET 11 01-148,,521138,,,,,
MARI MARI,802 BUKIT BATOK WEST AVENUE 5 01-11,BUKIT GOMBAK MRT STATION,659083,,,,8333 6157,
Marina Bay BBQ Steamboat Buffet (S11-16) @ Satay By The Bay,18 MARINA GARDENS DRIVE ,SATAY BY THE BAY,533865,,https://www.facebook.com/pg/marinabaysteamboat/about/,instagram.com/MarinaBayBBQSteamboat,https://www.facebook.com/pg/marinabaysteamboat/about/,marinabaysteamboat@yahoo.com.sg
MARRYBROWN,43 Siloso Beach Walk 01-03,iFly  Singapore,618304,http://marrybrown.com.my/,https://www.facebook.com/MarrybrownSingapore/,,9118 5896,
MASTA KAFE,1 LOWER KENT RIDGE ROAD 03-01,ONE@KENTRIDGE,119082,https://mastakafe.oddle.me/,https://www.facebook.com/mastakafe/,,6493 2381,
Mata Thai,508 BISHAN STREET 11 01-390,,570508,,https://www.facebook.com/matathai/,,9276 2629,
Maxwell (Telok Ayer) Fish Soup,7 MAXWELL ROAD ,MND BUILDING ANNEXE B (Amoy Street Food Centre),018953,,,,9144 8731,
MAYSON BAKERY PTE LTD,4 HOSPITAL DRIVE 01,SINGAPORE GENERAL HOSPITAL,169608,http://www.mayson.com.sg/,https://www.facebook.com/MaysonBakery,,6266 5280,info@mayson.com.sg
MAYSON BAKERY PTE LTD,63 JURONG WEST CENTRAL 3 01-66/75,JURONG POINT SHOPPING CENTRE,648331,http://www.mayson.com.sg/,https://www.facebook.com/MaysonBakery,,6266 5280,info@mayson.com.sg
MAYSON BAKERY PTE LTD,90 BRAS BASAH ROAD B1-06/45,Esplanade MRT Station,189562,http://www.mayson.com.sg/,https://www.facebook.com/MaysonBakery,,6266 5280,info@mayson.com.sg
McDonald's,"291 BOON LAY WAY, ",JURONG CENTRAL PARK,649849,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,15 SCIENCE CENTRE ROAD ,KINETIC GARDEN SINGAPORE SCIENCE CENTRE,609081,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,10 ANG MO KIO STREET 12 ,,567740,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,71 WEST COAST HIGHWAY ,,126844,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,"10 KENT RIDGE CRESCENT, KENT RIDGE CAMPUS ","NUS, FACULTY OF ENGINEERING ANNEXE",119260,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,1 SOUTH CANAL ROAD ,,528833,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,304 ORCHARD ROAD KIOSK 1 ,LUCKY PLAZA,238863,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,151/152 ROCHOR ROAD ,,188426,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,1A YUAN CHING ROAD ,SUPERBOWL COMPLEX,618640,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,1378 Ang Mo Kio Ave 1 ,,569981,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,6 JURONG WEST AVENUE 1 ,JURONG GREEN COMMUNITY CLUB,649520,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,200 STADIUM BOULEVARD ,,397801,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,3155 COMMONWEALTH AVE WEST 01,06/07/08/09 THE CLEMENTI MALL,129588,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,333 NORTH BRIDGE ROAD 01-00,"& #02  00, K H KEA BUILDING",188721,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,369 SEMBAWANG ROAD 01-01,,758382,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,600 HOUGANG AVENUE 3 01-01,,538846,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,638 JURONG WEST STREET 61 01-01,PIONEER MALL,640638,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,"10 JALAN SERENE, SERENE CENTRE 01-01",,258748,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,"1 MARINE PARADE CENTRAL, PARKWAY CENTRE 01-01",,449408,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,21 Yishun Ring Road 01-01,Chong Pang Community Club,768677,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,3501 JALAN BUKIT MERAH 01-01,REGAL THEATRE,159460,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,768 WOODLANDS AVENUE 6 01-01,,730768,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,35 TECK WHYE AVENUE 01-01,CHUA CHU KANG COMMUNITY CLUB,688892,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,580 QUEENSWAY 01-01,,149066,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,5 TAMPINES STREET 32 01-01,TAMPINES MART,529284,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,900 SOUTH WOODLANDS DRIVE 01-01,AND #01  08  WOODLANDS CIVIC CENTRE,730900,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,533 CHOA CHU KANG STREET 51 01-01,LIMBANG SHOPPING CENTRE,680533,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,113 ALJUNIED AVENUE 2 01-01,,380113,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,22 BOON KENG ROAD 01-01,,320022,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,9 TAMPINES AVENUE 2 01-02,SHELL SERVICE STATION,529731,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,818 Choa Chu Kang Avenue 1 01-02,,680818,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,293 Toa Payoh Lorong 6 01-02,TOA PAYOH SAFRA CLUB HOUSE,319387,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,93 PASIR RIS DRIVE 3 01-02,PASIR RIS ELIAS COMMUNITY CENTRE,519498,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,600 TOA PAYOH LORONG 4 01-02,,319515,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,80 PUNGGOL FIELD 01-02,PUNGGOL 21 COMMUNITY CLUB,828815,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,3 ANSON ROAD 01-03,SPRINGLEAF TOWER,359342,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,133 NEW BRIDGE ROAD 01-03,CHINATOWN POINT 2,738099,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,43 SILOSO BEACH WALK (SENTOSA) 01-04,IFLY,677743,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,51 ANG MO KIO AVENUE 3 01-04,51@AMK,569922,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,33 SENGKANG WEST AVE 01-04/05/06,THE SELETAR MALL,797653,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,8 JURONG WEST STREET 52 01-05,JURONG SPRING COMMUNITY CLUB,649296,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,"1000 EAST COAST PARKWAY, EAST COAST PARK 01-05",MARINE COVE,449876,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,678A WOODLANDS AVENUE 6 01-05,,731678,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,5 TAMPINES AVENUE 3 01-07,TAMPINES WEST COMMUNITY CLUB,529705,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,"55 SIGLAP ROAD, SIGLAP CENTRE 01-07 - 09",,455871,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,"76 NANYANG DRIVE,BLK N2. 1 01-08",NANYANG TECHNOLOGIAL UNIVERSITY,637331,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,"9 BUONA VISTA DRIVE,TOWER 1 01-08",THE METROPOLIS,138588,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,2 JURONG EAST CENTRAL 1 01-09,JCUBE,609731,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,383 BUKIT TIMAH ROAD 01-09C,"& #01  K1, ALOCASSIA APARTMENT",259727,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,211 NEW BRIDGE ROAD 01-10 TO 14,LUCKY CHINATOWN,270043,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,311 NEW UPPER CHANGI ROAD 01-10/11,BEDOK MALL,467360,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,360 BALESTIER ROAD 01-10/11,SHAW PLAZA-TWIN HEIGHTS,329783,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,5 CHANGI BUSINESS PARK CENTRAL 1 01-10/11,CHANGI CITY POINT,486038,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,60 YISHUN AVENUE 4 01-11,SAFRA YISHUN COUNTRY CLUB,769027,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,490 LORONG 6 TOA PAYOH 01-11,,310490,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,120 PASIR RIS CENTRAL 01-12,PASIR RIS SPORTS AND RECREATION CENTRE,519640,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,930 YISHUN AVENUE 2 01-12/13,NORTHPOINT,769098,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,"500 DOVER ROAD, TEACHING BLOCK 16 01-13",SINGAPORE POLYTECHNIC,139651,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,632 BUKIT BATOK CENTRAL 01-138,/ #01 140 / #01 142,650632,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,302 TIONG BAHRU ROAD 01-145-147,TIONG BAHRU PLAZA,168732,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,513 TAMPINES CENTRAL 1 01-150,,520513,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,30 SEMBAWANG DRIVE 01-16/17,SUN PLAZA,757713,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,90 HOUGANG AVENUE 10 01-16/17,HOUGANG MALL,538766,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,448 ANG MO KIO AVENUE 10 01-1693,,560448,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,28 BOON LAY WAY 01-173/174,,609971,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,2 JURONG EAST STREET 21 01-18,IMM BUILDING,609601,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,374 BUKIT BATOK STREET 31 01-198/202,,650374,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,9 BISHAN PLACE 01-20,JUNCTION 8 SHOPPING CENTRE,579837,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,21 CHOA CHU KANG AVENUE 4 01-20,LOT 1 SHOPPER'S MALL,689812,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,70 JELLICOE ROAD 01-20,V HOTEL  LAVENDER,208767,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,65 AIRPORT BOULEVARD 01-21,CHANGI AIRPORT TERMINAL 3,819663,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,10 CHOA CHU KANG AVENUE 4 01-21,CHOA CHU KANG MRT STATION,689810,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,208 HOUGANG STREET 21 01-217,,530208,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's, PART OF BLK 293 YISHUN STREET 22 01-237,,760293,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,1 KIM SENG PROMENADE 01-24/25/26,GREAT WORLD CITY,237994,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,460 ALEXANDRA ROAD 01-25,PSA BUILDING (ALEXANDRA RETAIL CENTRE),119963,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,258 PASIR RIS STREET 21 01-25,LOYANG POINT,510258,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,11 Rivervale Crescent 01-26/26A/27,RIVERVALE MALL,545082,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,1 HOUGANG STREET 91 01-26/39,HOUGANG ONE,538692,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,624 CHOA CHU KANG STREET 62 01-262,& #01  264,680624,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,1 JOO KOON CIRCLE 01-27-31,Fairprice Hub,629117,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,1 PASIR RIS CENTRAL STREET 3 01-28/29,WHITE SAND SHOPPING MALL,518457,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
McDonald's,152 BUKIT BATOK STREET 11 01-280,,650152,https://www.mcdonalds.com.sg/,https://www.facebook.com/mcdsg,https://www.instagram.com/mcdsg/,6777 3777,customercare@sg.mcd.com
